full_group_idd	mzmed	mzmin	mzmax	rtmin	rtmax	npeaks	all_sample_valid	mzmin_full	mzmax_full	rtmin_full	rtmax_full	isotopes	adduct	pcgroup	i
1249	797.2599240899	797.2597417806	797.2601063992	942.101804555	942.7705583127	2	1	797.2579345703	797.2622070313	928.2752435983	956.2234815566	[253][M]+		10	7864942.09343204
1249	798.2627932987	798.262748606	798.2628379914	942.101804555	943.0997330761	2	1	798.2606201172	798.2942504883	928.2752435983	956.2234815566	[253][M+1]+		10	2852086.2526839
1249	799.2589490236	799.2587419832	799.2591560641	942.101804555	942.7705583127	2	1	799.2554321289	799.2620849609	927.9196796535	955.8732315168	[253][M+2]+		10	1199925.33959046
1016	586.2942564525	586.2940345935	586.2944783115	748.2421652344	748.3122094923	2	1	586.2388305664	586.3200073242	735.4526834018	760.9907448889	[187][M+1]+		123	1492039.03620678
1016	585.290252416	585.2902062399	585.2902985922	748.5921460251	748.6609960605	2	1	585.1624145508	585.3045654297	735.3802231287	762.0914113371	[187][M]+		123	5633326.17572926
1016	587.2926717931	587.2925933898	587.2927501965	746.9175548503	747.1979077681	2	1	587.2856445313	587.3226928711	734.6524588125	758.8048545227	[187][M+2]+		123	461198.765951847
397	348.1963747043	348.1963423288	348.1964070798	74.4506215238	75.299954459	2	1	348.1766357422	348.1972045898	55.261908007	88.0444243671	[67][M+1]+		23	8464635.07486994
397	347.192814868	347.1927659235	347.1928638126	74.4506215238	74.976858956	2	1	347.138671875	347.1941833496	54.6133545955	88.0444243671	[67][M]+		23	59351134.3095322
120	232.1738913344	232.1738643832	232.1739182855	131.6369954908	132.3235426872	2	1	232.1541137695	232.1910095215	120.7612178218	141.2216467574	[25][M+1]+		28	5644289.4501054
120	231.1704398933	231.1704326878	231.1704470987	132.6882683756	133.0308267926	2	1	231.1160736084	231.1706542969	120.7612178218	145.2568137736	[25][M]+		28	49941040.0876647
152	253.1582390776	253.1582297373	253.158248418	920.6345468735	921.3048857168	2	1	253.1581268311	253.1583404541	906.2444445731	933.3695096543			16	102827270.059208
2	102.091459416	102.091455388	102.0914634439	259.5837073924	260.871566624	2	1	102.0913848877	102.0914993286	247.0617671208	272.4780246238	[1][M]+		6	42513139.7702877
2	103.0935846382	103.0934698031	103.0936994734	259.5837073924	260.871566624	2	1	102.9682388306	103.0949325562	246.6883789143	272.4780246238	[1][M+1]+		6	2920052.04407532
122	232.1556268294	232.1555830398	232.155670619	183.7464208822	185.411813618	2	1	232.1545715332	232.1743011475	169.387745333	206.7984519622	[26][M]+		354	40709301.4441755
122	233.161756533	233.1617037072	233.1618093588	182.2789110839	183.9075603975	2	1	233.1578674316	233.1903991699	169.0168554521	205.3138679079	[26][M+1]+		354	6365330.97230119
266	303.153829659	303.153702354	303.153956964	530.727333348	530.8965383962	2	1	303.1533508301	303.1538391113	515.0106830913	544.9508477957	[52][M+1]+		361	6688348.24062615
266	302.1502956659	302.1502558364	302.1503354954	530.727333348	530.8965383962	2	1	302.1501159668	302.1504211426	515.0106830913	544.9508477957	[52][M]+		360	39215580.782082
106	221.1754854385	221.1753780315	221.1755928455	45.010412694	45.445910076	2	1	221.0508270264	221.1863250732	33.8601904508	56.8845252202			240	95771436.1293503
224	287.1796989403	287.1796982157	287.179699665	149.7127163729	151.1830668922	2	1	287.1795043945	287.1799316406	136.5981700078	163.8749676046	[45][M+1]+		2	6160366.13479084
224	286.1763122373	286.1763116876	286.1763127869	150.0318227789	150.861859333	2	1	286.1761474609	286.1764526367	136.5981700078	164.6053595683	[45][M]+		2	38545930.2051012
543	399.1449366455	399.1448605	399.145012791	69.691730483	70.2055633441	2	1	398.9762573242	399.145324707	58.504319749	82.7088805715	[88][M]+		230	34656132.4853365
543	400.1488385762	400.1487784714	400.1488986809	70.0089654149	70.2055633441	2	1	399.9788513184	400.1492614746	58.504319749	82.7088805715	[88][M+1]+		226	5307825.46301539
230	289.1077995486	289.10771283	289.1078862671	924.7173214742	925.3876033522	2	1	289.1058044434	289.1628417969	912.2711279183	936.7015416689	[46][M+1]+		41	3893344.18047577
230	288.1033051538	288.1032936402	288.1033166674	925.0714414824	925.7351702287	2	1	288.1029663086	288.217010498	912.2711279183	937.723300076	[46][M]+		41	34065941.5012174
49	163.1448432092	163.1446316864	163.145054732	793.4831918671	793.8414146111	2	1	163.1329193115	163.1482543945	779.4793927417	805.6659457152	[10][M]+		61	31219042.826252
49	164.1516773188	164.1516735175	164.1516811201	793.4831918671	793.4877286378	2	1	164.1514892578	164.1518096924	777.7222949465	806.0241639755	[10][M+1]+		61	2495868.13218299
48	163.1448155548	163.1447706836	163.1448604261	901.3474537198	901.6121829866	2	1	163.1328735352	163.1482543945	889.1858451391	912.9867246157	[9][M]+		60	30925378.7295494
48	164.149527667	164.1494588481	164.1495964858	901.3474537198	901.985540442	2	1	164.1361846924	164.1517791748	889.1858451391	913.3440622468	[9][M+1]+		60	3369885.11801633
318	319.2062252492	319.2062056732	319.2062448252	135.5304887446	135.5539765552	2	1	319.1408081055	319.2064208984	123.6574916965	148.7570691896	[57][M+1]+		340	4555453.96465645
318	318.2025898465	318.2025471411	318.202632552	135.1742696394	135.5539765552	2	1	318.1851196289	318.2027587891	123.3394283145	148.7570691896	[57][M]+		340	30435405.3242086
143	247.0907540552	247.0904408197	247.0910672906	889.1858451391	889.4647810634	2	1	247.004119873	247.0999755859	876.2145223999	902.4035465692	[27][M]+		14	29679641.5261413
143	248.0929101021	248.0928917989	248.0929284053	888.8605728445	889.4647810634	2	1	248.0043945313	248.1094970703	876.2145223999	902.4035465692	[27][M+1]+		14	2995183.7349467
219	284.9738910757	284.9738314879	284.9739506634	39.6643021845	40.0873124413	2	1	284.9609069824	285.1253662109	27.5501836508	49.1301425486			19	83189914.9183615
39	155.1624048998	155.1623824	155.1624273996	830.146491976	830.7748685705	2	1	155.1543273926	155.1626739502	816.8852603139	846.375248573	[8][M+1]+		393	2997524.73996067
39	154.1591720175	154.1591610702	154.1591829648	830.146491976	830.7748685705	2	1	154.133972168	154.1593017578	817.2500064849	847.4544784723	[8][M]+		393	25184760.3889694
303	313.1757374554	313.1757037062	313.1757712046	68.4235680563	69.2533142935	2	1	313.1142578125	313.1761474609	56.5607004434	80.4113012379	[55][M]+		227	25145673.7904514
303	314.1794025381	314.1793571811	314.179447895	69.3749998098	69.8883568318	2	1	314.1573486328	314.1797790527	57.5337934213	79.4290198352	[55][M+1]+		228	4090868.1236109
441	364.0862005277	364.0861337363	364.0862673192	940.7797912841	941.4366886584	2	1	364.0854797363	364.0865783691	925.7898275027	958.2992240121	[77][M+1]+		10	2936775.70993456
441	363.0828050146	363.08277107	363.0828389592	942.7597780624	943.0997330761	2	1	363.0824890137	363.0833435059	926.4943204155	960.2690412457	[77][M]+		10	23019179.1179962
1239	778.4398813747	778.4396592429	778.4401035066	943.0900158259	943.7608147057	2	1	778.3412475586	778.4409790039	930.7163469414	955.8732315168	[247][M+1]+		10	11385141.339453
1239	777.4389147754	777.4387181271	777.4391114237	943.0900158259	943.7608147057	2	1	777.4376831055	777.4397583008	930.7163469414	955.8732315168	[247][M]+		10	22286252.1056887
252	299.1713430254	299.1711683364	299.1715177143	861.9622424882	862.1731158102	2	1	299.1619262695	299.1723022461	849.4466637101	873.3382210176	[51][M+1]+		323	3027616.60167854
252	298.1684554076	298.168447849	298.1684629662	862.2988901092	862.8480587986	2	1	298.16796875	298.1689453125	849.8041127036	875.4961922032	[51][M]+		323	19520322.3028944
164	259.1003069704	259.1002389917	259.1003749492	824.3445956154	824.7957988346	2	1	259.0995788574	259.2060546875	811.738174971	836.8883074625	[32][M]+		45	16892397.3218081
164	260.1113651147	260.1112331902	260.1114970392	823.9910495104	824.440634224	2	1	260.1034851074	260.1497192383	811.0180029729	836.5321260592	[32][M+1]+		45	3124509.3472567
27	130.1585997939	130.1582878937	130.1589116941	781.237236491	781.990424223	2	1	130.0865478516	130.1593780518	767.946360025	795.2397516669	[6][M]+		78	16799222.5668897
27	131.1626727206	131.1626655654	131.1626798759	781.237236491	782.3471897769	2	1	131.1624755859	131.1627655029	767.946360025	795.5909055794	[6][M+1]+		78	1468953.25639561
249	297.1566901462	297.1565802721	297.1568000202	791.7022087387	791.71173344	2	1	297.1560058594	297.2426147461	772.7266701359	805.6977703864	[50][M+1]+		61	2374125.53230874
249	296.1528924725	296.1528833575	296.1529015874	792.0622881596	792.4266557097	2	1	296.1527709961	296.1530761719	773.4073135544	806.419369693	[50][M]+		61	16728493.2184515
1210	741.4387876635	741.4387359975	741.4388393295	887.8754743042	888.4736822072	2	1	741.2738647461	741.4398803711	875.4961922032	900.617975172	[234][M]+		14	15350934.9697216
1210	742.4390578107	742.4390279753	742.4390876462	887.8754743042	888.4736822072	2	1	742.2594604492	742.4423217773	875.4961922032	900.617975172	[234][M+1]+		14	7299028.71604703
1150	675.2511666768	675.2511038014	675.2512295523	58.1819721377	58.9863584931	2	1	675.216003418	675.2526245117	46.2767580299	70.3253261708	[216][M]+		279	15312174.4685612
1150	676.2537073528	676.2536639232	676.2537507825	58.1819721377	58.9863584931	2	1	676.2098999023	676.2567749023	46.2767580299	70.3253261708	[216][M+1]+		280	3498567.39559369
70	180.174822157	180.174802226	180.174842088	958.962175221	958.9639944035	2	1	180.1595916748	180.1750030518	943.7608147057	970.3747929997			21	71981952.4231299
109	224.1131993612	224.1130193582	224.1133793643	169.387745333	170.4227772286	2	1	224.038269043	224.1371765137	156.8621363333	182.6483185428	[21][M+1]+		442	1799489.41575062
109	223.1066330704	223.1064819348	223.1067842059	169.7567401476	170.7988649637	2	1	223.0966033936	223.1080474854	156.8621363333	182.6483185428	[21][M]+		442	14075793.5402088
610	423.2355937526	423.2355733472	423.235614158	189.9216004479	190.2087448802	2	1	423.1127929688	423.2357788086	176.1062353507	203.8236802998	[95][M]+		44	13906630.8916236
610	424.239110654	424.2391031835	424.2391181245	189.9216004479	190.2087448802	2	1	424.2168579102	424.2400512695	176.8378984281	203.8236802998	[95][M+1]+		44	2787112.6265703
36	146.0603215172	146.0602992208	146.0603438136	261.5115427933	263.1155553343	2	1	146.060256958	146.08152771	249.1892201886	274.2800307078			6	70297458.7728032
640	434.2256895977	434.2256390314	434.2257401641	65.5807155015	66.0873832035	2	1	434.1770324707	434.2611694336	53.9669343267	77.4142189728	[102][M]+		69	12727060.6073263
640	435.2264635372	435.2263439352	435.2265831392	64.9455618231	65.4505944805	2	1	435.1601257324	435.2933654785	53.322399112	75.7444717892	[102][M+1]+		69	2232040.47947194
426	357.2500495158	357.2500143265	357.2500847052	176.8927167079	180.0966334212	2	1	357.2499084473	357.2501220703	164.6053595683	189.4678650076	[73][M]+		64	12475243.1380712
426	358.2537089126	358.2536999785	358.2537178467	177.2015957582	177.6322622655	2	1	358.2533874512	358.2539672852	159.5581981174	192.1464714691	[73][M+1]+		64	2688465.21141698
719	459.3101772083	459.3100458663	459.3103085503	640.4973233762	640.5425571429	2	1	459.2436828613	459.3186645508	628.1268263747	652.8693857479	[116][M]+		85	11756292.2308392
719	460.3035607161	460.3034725043	460.3036489279	637.9815663528	638.3223804467	2	1	460.2520141602	460.3222045898	625.3592099178	651.3505259899	[116][M+1]+		85	3911533.51731212
438	362.2116380286	362.2114703112	362.211805746	183.3813730053	184.2999648519	2	1	362.1664733887	362.2766418457	170.5040466103	196.8788182266	[76][M+1]+		34	1809114.17507713
438	361.2085005874	361.2084714517	361.2085297231	183.3813730053	184.2999648519	2	1	361.1544799805	361.208770752	170.1292732944	196.519157478	[76][M]+		34	11322626.4843371
754	471.2061128766	471.2060599669	471.2061657863	888.8605728445	889.4647810634	2	1	471.1989746094	471.2596435547	876.2145223999	902.0544389341	[125][M]+		14	10855298.7549175
754	472.2091047824	472.209081747	472.2091278179	888.8605728445	889.1337216666	2	1	472.1508178711	472.2096557617	876.2145223999	902.0544389341	[125][M+1]+		14	2168275.9225121
644	435.2571856922	435.2571176184	435.2572537659	517.5008372945	517.6521404678	2	1	435.224395752	435.2597045898	503.6837122986	530.3627446558	[104][M]+		37	10589875.0873199
644	436.2540401214	436.2539694728	436.25411077	518.5502112467	519.0586967061	2	1	436.1819458008	436.3432006836	505.5138114844	531.8196355364	[104][M+1]+		37	3100055.26523213
468	374.2601666407	374.2600808802	374.2602524012	229.3802083823	229.5827193353	2	1	374.258972168	374.3274841309	215.9586064351	242.7063595031	[80][M+1]+		13	1623528.85932955
468	373.2542865303	373.2541889326	373.2543841281	228.6632070654	229.2192175421	2	1	373.2083435059	373.2565002441	215.2339171104	241.2565059775	[80][M]+		13	10205188.3492238
94	200.0612339509	200.0609665504	200.0615013514	45.3270320321	45.445910076	2	1	199.9906616211	200.0774536133	33.2036776508	57.2095961865			253	66963282.0374796
572	408.2265573777	408.226420224	408.2266945314	321.3058857335	322.5602931312	2	1	408.1165771484	408.2415466309	308.4449073014	333.464861415	[90][M+1]+		53	1980269.43350187
572	407.2269690234	407.2269162953	407.2270217514	321.3058857335	322.2022415089	2	1	407.1420898438	407.2399597168	308.4449073014	333.0905924596	[90][M]+		53	9968159.02030189
424	356.6906046092	356.690515572	356.6906936464	685.3539218416	685.5524470768	2	1	356.6902770996	356.7262573242	672.1626486232	698.8318625636	[70][M]+		80	8850967.29194485
424	357.6933714772	357.6933466556	357.6933962988	684.994492057	685.5524470768	2	1	357.6502990723	357.6942443848	672.1626486232	697.7336719773	[70][M+1]+		80	605164.555229999
688	450.2444295601	450.2443653352	450.244493785	493.1216799846	493.1933773853	2	1	450.2438659668	450.2455749512	476.7932348217	505.1519928719	[111][M+1]+		524	2113478.45645617
688	449.2401565684	449.2400887047	449.2402244321	493.4894523924	493.5621946502	2	1	449.2396240234	449.2402954102	476.7932348217	504.7901788942	[111][M]+		524	8628526.94228862
148	251.1368909871	251.1368857445	251.1368962298	284.3870660198	286.6114527714	2	1	251.1366729736	251.1370391846	255.5871183997	306.5992487813			271	65107461.9013478
124	233.147559503	233.1473966734	233.1477223327	62.6901371293	63.1870174947	2	1	233.0423126221	233.1499023438	52.0187247237	99.1459400375			284	64732127.9512593
428	359.2741736619	359.2740914486	359.2742558753	594.4511934968	594.731211391	2	1	359.2561340332	359.2745361328	581.9385125386	607.041384882	[74][M+1]+		95	1306780.44888743
428	358.2699221937	358.269883216	358.2699611713	594.4511934968	594.731211391	2	1	358.2115783691	358.2707214355	581.9385125386	607.041384882	[74][M]+		95	7944953.0351539
836	501.3145146862	501.3143948628	501.3146345096	227.9256177671	228.487812532	2	1	501.2665710449	501.3154602051	214.5065208031	241.6165488789	[138][M]+		13	7611837.66450878
836	502.3180225793	502.3179148705	502.3181302882	228.6632070654	229.2192175421	2	1	502.1920776367	502.3192749023	215.2339171104	240.8924494724	[138][M+1]+		13	1801270.83565842
916	532.3143005847	532.3142303378	532.3143708317	761.7262475062	761.7790594795	2	1	532.2174682617	532.3149414063	748.5921460251	778.4582217073	[152][M]+		468	7580454.11235852
916	533.3175758728	533.3174637698	533.3176879758	761.7262475062	761.7790594795	2	1	533.2159423828	533.3189086914	748.5921460251	778.0768109948	[152][M+1]+		469	2193431.52153351
1018	588.1737529373	588.173743087	588.1737627876	962.2280479954	962.563658956	2	1	588.1719970703	588.2190551758	948.8056453961	974.762694105	[188][M+1]+		11	2028644.19620455
1018	587.1698051733	587.1697810517	587.1698292948	962.2280479954	962.8887476588	2	1	587.0964355469	587.2346801758	949.492690407	975.1158023323	[188][M]+		11	7375716.33079748
446	367.2052252226	367.205104763	367.2053456822	594.8195049982	595.0967375853	2	1	367.1728515625	367.206817627	580.8489092705	608.1146827703	[78][M+1]+		95	1637569.40088574
446	366.2029857489	366.2029250642	366.2030464335	595.9162084283	596.2127516116	2	1	366.1012573242	366.2144470215	582.6682001701	609.1767045407	[78][M]+		95	6836498.75573154
742	466.2356221839	466.2353361125	466.2359082552	69.3749998098	70.2055633441	2	1	466.096496582	466.2408752441	57.8582530369	81.3926524733	[121][M]+		234	6698304.57295034
742	467.2399018258	467.2396393714	467.2401642803	70.9582950337	71.7933596286	2	1	467.0937194824	467.2431640625	62.0443229034	81.3926524733	[121][M+1]+		231	2084868.75469487
559	403.2557147051	403.2556775116	403.2557518986	484.3099770679	484.7248891351	2	1	403.2553100586	403.2561340332	448.3103200012	495.3534328623	[89][M]+		68	6552215.20025317
559	404.2596230255	404.2595868649	404.2596591861	484.3099770679	485.0856564105	2	1	404.2580566406	404.2606811523	447.9453182469	495.3534328623	[89][M+1]+		68	1182046.83439063
832	498.2540946423	498.2540258532	498.2541634314	522.2241264253	522.4024532599	2	1	498.2041320801	498.3407592773	509.6267695596	535.286967485	[136][M]+		73	5931563.02970823
832	499.2590520459	499.2588825124	499.2592215794	521.5184789924	522.051781959	2	1	499.2518310547	499.2890930176	508.1628505931	534.188952452	[136][M+1]+		73	1360700.45643399
683	449.2409501218	449.2409323355	449.240967908	258.6162596864	260.2253309893	2	1	449.0798950195	449.244934082	245.9678202484	271.4018883123	[108][M+1]+		6	1104124.46947652
683	448.2370327219	448.2368692601	448.2371961837	258.6162596864	260.2253309893	2	1	448.1370544434	448.2412719727	245.6073643624	271.4018883123	[108][M]+		6	5834003.2684956
816	491.2871440899	491.2870740193	491.2872141605	585.5970332797	585.8441014555	2	1	491.2674865723	491.2874755859	572.7146100856	597.6731689728	[131][M]+		124	5585999.78595866
816	492.2906119299	492.2905426482	492.2906812116	585.8441014555	585.9625468841	2	1	492.2768554688	492.2929992676	574.2093347243	598.7656530439	[131][M+1]+		124	1498814.83588841
685	449.2806489793	449.280593671	449.2807042875	67.159683389	67.670405183	2	1	449.2555847168	449.2813720703	55.5861923375	79.0998694291	[109][M+1]+		263	1252852.50081431
685	448.2768237534	448.276767159	448.2768803479	67.4756309325	67.9863668187	2	1	448.2516479492	448.2783813477	55.5861923375	79.7572078289	[109][M]+		262	5523733.9500381
1212	746.3946186927	746.3942875073	746.3949498781	888.531935545	889.1337216666	2	1	746.3384399414	746.4311523438	875.8556319061	901.3474537198	[236][M]+		14	5451218.84489977
1212	747.3950484225	747.3948039947	747.3952928504	888.531935545	889.1337216666	2	1	747.2908325195	747.4320678711	876.2145223999	901.3474537198	[236][M+1]+		14	2514202.77081273
967	557.3649788491	557.3649083421	557.365049356	585.1132894026	585.5970332797	2	1	557.2738037109	557.3668823242	571.5851387049	598.7656530439	[166][M]+		124	5372179.15253961
967	558.3683764389	558.3681654585	558.3685874194	585.1132894026	585.5970332797	2	1	558.2678222656	558.370300293	571.5851387049	598.4007398912	[166][M+1]+		124	1543181.65300262
204	279.1342755663	279.1342331728	279.1343179598	228.2853117384	230.3107429292	2	1	279.1340637207	279.1344604492	208.6536368378	244.8838231593			13	61993807.2620085
1152	678.314949092	678.3146620155	678.3152361686	71.274525325	71.7933596286	2	1	678.1985473633	678.3194580078	58.8266794308	83.0396688247	[217][M]+		1	5205216.60724121
1152	679.3214712387	679.3213518239	679.3215906535	71.5910134752	72.1099495659	2	1	679.1972045898	679.3229980469	60.1115450631	83.3700901508	[217][M+1]+		1	1476435.17165174
897	526.3249809525	526.3249247264	526.3250371786	655.7171416062	656.1447169487	2	1	526.3246459961	526.3252563477	641.9353444144	670.3433349235	[148][M]+		375	5114740.64576794
897	527.3284455083	527.3283992492	527.3284917673	656.0755951304	656.1447169487	2	1	527.3274536133	527.3292236328	641.575483602	670.3433349235	[148][M+1]+		375	1429245.91431838
430	359.1407112731	359.1406896304	359.1407329159	889.1858451391	889.7957725801	2	1	358.9614257813	359.1424865723	876.5726837192	902.4035465692	[75][M]+		14	5114634.44399362
430	360.1424690496	360.1424477368	360.1424903623	889.518001311	889.7957725801	2	1	359.9594726563	360.145111084	879.0806919103	901.702088758	[75][M+1]+		14	642318.491621283
1091	627.3534325716	627.3534137706	627.3534513726	321.3058857335	322.5602931312	2	1	627.3280029297	627.3563232422	306.9664777585	334.9834449974	[205][M+1]+		53	1433604.50980405
1091	626.3499446238	626.3499163835	626.3499728641	321.3058857335	322.5602931312	2	1	626.3255615234	626.3524169922	306.9664777585	334.9834449974	[205][M]+		53	4537267.04471504
504	385.1298670205	385.1298483097	385.1298857313	188.8208025963	190.583999199	2	1	385.1290588379	385.1398620605	175.3742095325	202.7122971307	[85][M]+		44	4252822.09258312
504	386.1335821324	386.1334979691	386.1336662957	189.1852757641	190.9610331922	2	1	386.1302490234	386.1427612305	175.7436560089	202.3453426591	[85][M+1]+		44	590362.216083105
1008	583.2142966352	583.2140316791	583.2145615914	962.5521306205	963.2145511966	2	1	583.0501098633	583.2183227539	950.5325655449	974.053079506	[186][M+1]+		11	1118626.27731042
1008	582.21452907	582.2145258501	582.2145322899	962.2280479954	962.563658956	2	1	582.2141723633	582.3035888672	949.8369870862	974.762694105	[186][M]+		11	3987857.70217607
858	512.7719448685	512.7717640878	512.7721256491	523.1096394159	523.6415968735	2	1	512.7687988281	512.9301147461	510.2425295509	536.5622108026	[142][M+1]+		73	634461.108248116
858	511.7690641965	511.7690016741	511.7691267188	523.1096394159	523.6415968735	2	1	511.7667541504	511.7910766602	509.8822251816	536.5622108026	[142][M]+		73	3745135.46762886
1001	579.1646686474	579.1645634955	579.1647737993	149.3940037671	149.9044754521	2	1	579.1566162109	579.2993164063	138.3910043507	161.6723853341	[183][M+1]+		2	1000664.08867224
1001	578.1553955926	578.155385743	578.1554054421	148.7570691896	149.5871387608	2	1	578.153503418	578.2803344727	136.2402985817	161.3043487852	[183][M]+		2	3724387.28807084
694	451.2536213643	451.2535797139	451.2536630148	479.6601356477	480.0820269241	2	1	451.2532653809	451.2550048828	466.1243364266	493.8566083793	[113][M]+		18	3722421.92164076
694	452.2574049441	452.2573756897	452.2574341984	478.9495309268	479.3650039216	2	1	452.2549438477	452.2593383789	465.3857617526	493.1216799846	[113][M+1]+		18	704451.62980607
772	478.2303910242	478.2301763193	478.2306057291	329.3374009515	330.3329730123	2	1	478.1940917969	478.2758483887	315.1484672812	342.4159108706	[126][M]+		497	3706519.37923723
772	479.2288425526	479.2288189809	479.2288661243	328.9639022156	329.9501855388	2	1	479.1756286621	479.244720459	316.6226348039	344.6234269216	[126][M+1]+		497	1017499.1100586
906	530.331592238	530.3315483087	530.3316361673	677.6710029014	678.1501745855	2	1	530.2969360352	530.33984375	663.5986327039	691.00649281	[150][M+1]+		94	1154370.83351224
906	529.3340070516	529.3339157459	529.3340983574	678.0286201842	678.5093556494	2	1	529.1979370117	529.340637207	665.3533547148	691.3685467594	[150][M]+		94	3615514.91336211
942	544.3348087124	544.3346893371	544.3349280877	597.6731689728	597.74193774	2	1	544.2395629883	544.3369140625	584.3814647599	612.0691805988	[161][M]+		95	3611031.89322437
942	545.3283368982	545.3281514809	545.3285223155	597.3043571267	597.74193774	2	1	545.2052612305	545.3394775391	584.8643836817	609.8939884816	[161][M+1]+		95	1070598.59022019
1019	588.1908293935	588.1904874142	588.1911713729	69.3749998098	70.5237848265	2	1	588.1796264648	588.2886352539	56.5607004434	81.0653600647	[189][M+1]+		1	1036965.20295885
1019	587.1786912009	587.1785577365	587.1788246653	71.274525325	72.1099495659	2	1	587.1134033203	587.2431030273	59.7907861173	83.0396688247	[189][M]+		1	3418285.60154049
1029	592.3252107137	592.3252050831	592.3252163443	693.3610936972	693.5563283101	2	1	592.1914672852	592.3270874023	680.5406610944	707.6011544889	[195][M]+		141	3095202.24141212
1029	593.3290428395	593.3289315746	593.3291541044	692.8308351101	692.9938443393	2	1	593.323425293	593.3665161133	679.8202916573	707.3996150261	[195][M+1]+		141	705734.696506197
1082	619.3455796753	619.3454961566	619.3456631941	691.7336140203	691.9060391737	2	1	619.3430175781	619.3485107422	679.8202916573	704.8661245196	[202][M]+		596	3030442.14513081
1082	620.3488322722	620.3487439942	620.3489205503	692.1027774799	692.2687842498	2	1	620.3459472656	620.3504638672	680.1785492559	706.1919986294	[202][M+1]+		596	1040035.12689859
925	537.3490601107	537.3488982105	537.3492220109	737.5455097499	738.3346453746	2	1	537.34765625	537.3497314453	722.5618105572	752.4087833053	[156][M+1]+		590	868596.528054429
925	536.345691572	536.3455575992	536.3458255449	738.259441219	738.3346453746	2	1	536.3446044922	536.3461303711	722.9307658737	753.1095525141	[156][M]+		587	2990387.40336592
1208	739.4355476505	739.435377946	739.4357173549	738.9754391487	739.0532270688	2	1	739.275390625	739.436706543	725.8799296688	751.7170049144	[233][M]+		135	2806175.8551573
1208	740.4383632803	740.4383032519	740.4384233087	738.9754391487	739.0532270688	2	1	740.3025512695	740.4393310547	725.6284731987	751.7170049144	[233][M+1]+		135	1101715.35133936
1278	850.4409677974	850.4408162846	850.4411193102	961.9034877968	962.2386276838	2	1	850.4390869141	850.4423217773	949.492690407	974.4079154522	[260][M+1]+		11	1454898.79893618
1278	849.4387245485	849.4385583668	849.4388907301	961.9034877968	962.2386276838	2	1	849.2868652344	849.4417114258	949.492690407	974.4079154522	[260][M]+		11	2783347.83672985
583	412.2253619474	412.2251117507	412.225612144	435.8104132471	436.7992092535	2	1	412.1712646484	412.3004455566	423.2918508909	449.4004839319	[92][M+1]+		31	547993.246571694
583	411.2253342402	411.2252698256	411.2253986549	435.8104132471	436.7992092535	2	1	411.1691894531	411.2978210449	423.672063766	448.6762925557	[92][M]+		31	2699392.73331859
1227	766.371111965	766.3709291042	766.3712948258	942.7597780624	943.4297986007	2	1	766.364440918	766.4028930664	930.030449745	955.8732315168	[243][M+1]+		10	943855.777645307
1227	765.3678572172	765.3676866782	765.3680277563	942.7597780624	943.4297986007	2	1	765.3600463867	765.3693237305	929.6826224968	955.521786041	[243][M]+		10	2621588.61954995
1179	701.2722334351	701.2719670388	701.2724998314	68.740043547	69.5707723716	2	1	701.2042236328	701.3121948242	57.5337934213	90.0710907333	[224][M+1]+		223	848725.039077357
1179	700.2704441624	700.2704110008	700.2704773239	68.4235680563	69.2533142935	2	1	700.2171630859	700.2798461914	57.5337934213	90.0710907333	[224][M]+		225	2587906.80965567
1084	620.3253904147	620.3253283346	620.3254524948	443.5371291467	443.7881515827	2	1	620.1635131836	620.3441772461	430.3667564289	456.9567866033	[203][M]+		159	2413696.19397865
1084	621.328766569	621.3286777347	621.3288554034	442.791922359	443.0477682769	2	1	621.3265380859	621.3307495117	430.7350327716	453.3914595685	[203][M+1]+		159	689226.348924882
18	123.9409826837	123.9408994082	123.9410659592	39.3507676809	39.7725457994	2	1	123.9278488159	123.9411849976	26.7704188508	50.7319292317	[4][M+1]+		19	118312.222558884
18	122.9247668534	122.9247665191	122.9247671878	39.3507676809	39.7725457994	2	1	122.9155273438	122.9421234131	26.7704188508	50.7319292317	[4][M]+		19	2270605.66155084
977	560.749815285	560.749718619	560.7499119509	651.3505259899	651.7747948501	2	1	560.7463989258	560.7524414063	638.3223804467	664.6510083097	[168][M]+		162	2197923.64944491
977	561.7514219098	561.7513035469	561.7515402728	652.0756979348	652.1383760839	2	1	561.7502441406	561.7529907227	641.575483602	664.2991382347	[168][M+1]+		162	529662.556846874
1006	581.3041736621	581.3041323212	581.3042150031	412.7896429463	413.5813609807	2	1	581.2908935547	581.3068847656	398.176713479	428.1654140677	[184][M]+		165	2086605.0212264
1006	582.3063993119	582.3063360186	582.3064626052	412.041271691	413.2039127451	2	1	582.2847290039	582.3100585938	397.0639748184	427.4234468632	[184][M+1]+		165	578558.90747164
956	548.3044613279	548.3042845527	548.3046381032	960.2690412457	960.9272428783	2	1	548.1666870117	548.3061523438	948.1213416366	972.6255142539	[163][M]+		291	1885598.77524451
956	549.3082344699	549.3082026835	549.3082662563	960.2690412457	960.9272428783	2	1	549.2847290039	549.3407592773	948.1213416366	972.6255142539	[163][M+1]+		291	488354.38952778
1069	615.8463162732	615.8462208298	615.8464117165	799.4920166581	799.501302175	2	1	615.8439331055	615.8486328125	786.26098599	812.8201478797	[200][M+1]+		103	430138.345217255
