peakID	mzmed	mzmin	mzmax	rtmin	rtmax	npeaks	all_sample_valid	mzmin_full	mzmax_full	rtmin_full	rtmax_full	isotopes	adduct	pcgroup	medianPurity	i
852	284.2185721426	284.2185667047	284.2185775806	847.9855378277	849.4440982325	2	0	284.1524353027	284.2201843262	834.9584235276	862.7908354384			995	0.7577445253	2526816.03827146
756	272.1858395255	272.1858252208	272.1858538301	549.5529872586	553.3383593649	2	0	272.1856689453	272.1860046387	530.9285568513	567.8334003795			138	0.75583661	5339529.28974535
807	278.1832805402	278.1832433646	278.1833885117	1153.6340409144	1155.8316548063	4	1	278.1822814941	278.1835021973	1139.7772743652	1167.2340398008			922	0.7542533638	3792191.67888723
419	216.084304862	216.084304862	216.084304862	91.3761294425	91.3761294425	1	0	216.0805358887	216.1428070068	85.9565897435	99.1264214465			941	0.7541182923	3303985.20996107
396	211.0835614472	210.9795781075	211.1068391734	45.010412694	150.5417636549	8	1	210.9569549561	211.0379638672	33.7099601826	59.6366295367		[M+K]+ 172.116 [M+2H-NH3]2+ 437.192	1	0.7536185504	8867803.5218557
808	278.1594703793	278.1385545926	278.1782211453	747.8943569516	781.6016068751	4	1	277.9571838379	278.1448364258	734.7255874802	760.6242633018			1700	0.7518018024	1552557.36567641
673	261.9902291223	261.9902023666	261.9902558779	185.1998258929	186.8770039954	2	1	261.9895324707	262.031829834	172.0019505051	198.7018078867			151	0.7503300805	588638.376718418
257	178.0105852106	178.0105721525	178.0105982687	1735.6453421094	1735.7642370798	2	0	178.0104675293	178.0106658936	1720.6573773165	1752.9529435894	[31][M+1]+		15	0.7500538917	15256245.9099079
702	265.1795118981	265.1792711912	265.179752605	1077.2542285825	1079.4408875593	2	0	265.1567687988	265.1803283691	1062.5107739015	1089.590972071			274	0.7479267653	3361517.58025327
731	268.1610092054	268.1609443513	268.1610740596	349.6907848949	350.6986506202	2	1	268.1264648438	268.2273864746	336.096749371	362.8721673525		[M+Na]+ 245.169	94	0.7462769569	3106527.94166668
650	258.9977537664	258.9976938466	258.9978174987	1734.6207645014	1735.3201071087	4	1	258.9974975586	258.997833252	1720.3014691194	1752.1610182481		[M+H]+ 257.989 [M+H]+ 257.989 [M+2H-H20]2+ 533.986 [M+2H-H20]2+ 533.986	15	0.7461163524	14681240.1574932
92	134.9970430333	134.9967622027	134.9975992216	56.0567683418	56.7981331998	4	1	134.9966583252	134.9968414307	43.5494928327	69.5707723716		[M+2K]2+ 192.057	23	0.7457875255	63886370.857119
716	267.0618751348	267.0611285696	267.0626217	851.6022475679	852.1535549522	2	1	266.9743041992	267.1192321777	839.0392793227	870.4502363124			1491	0.7452649787	6820642.33629049
764	273.1652525396	273.1139339898	273.254311598	942.4310315715	1013.2696473288	6	1	273.1132202148	273.221282959	996.0516178515	1021.5346283318			137	0.7436531441	5704588.18749266
187	162.1005795586	162.1003603687	162.1007987485	905.3271003845	905.5410948452	2	0	162.0995178223	162.1207733154	892.6345867079	918.2009503003	[24][M+1]+		25	0.7433797303	2518955.66872021
509	235.6707714242	235.6707449954	235.670797853	520.8149524848	521.0018086451	2	1	235.6704406738	235.671005249	507.0648621848	536.3835644767			911	0.7427960282	1316668.29818721
121	145.0881180398	145.0836637985	145.092572281	261.1898835131	262.7942438981	2	1	145.0513763428	145.1225738525	248.8365272252	273.9191235592	[16][M+1]+		6	0.7425792934	6357407.32581777
6	102.9718137289	102.9682375302	102.9743705362	1618.9131369917	1656.2857494857	8	1	102.968170166	102.9682998657	1606.9042182999	1631.6723851959			1596	0.742486675	4782826.90550495
573	247.1772707785	247.176663645	247.177877912	352.249673229	352.9235871036	2	1	247.1734924316	247.2061004639	338.6901091425	365.0467534736	[69][M+1]+		94	0.7408702453	3429322.43570247
782	275.1140255666	275.1139805027	275.1140706304	930.3750444217	930.6896637653	2	1	275.061920166	275.200958252	917.9196740043	946.0968236939			253	0.7406643706	3146856.75098188
703	265.178226941	265.1782139261	265.178239956	988.2925948887	988.5594198247	2	1	265.1776428223	265.1801757813	975.8204730245	1001.9871448108		[M+Na]+ 242.187	1057	0.7400822715	2554317.62210981
340	198.025416645	198.0254044038	198.0254288863	148.4401085407	149.5871387608	2	1	198.0251464844	198.0255737305	135.8844428736	161.3043487852			2	0.7399820583	2588959.70957373
24	112.0401982654	112.0368575188	112.0739205715	39.6643021845	65.7695560668	6	1	112.0103530884	112.0394821167	26.7704188508	51.0529343469	[2][M+1]+		3	0.73918114	2722320.9986868
642	257.2084250494	257.2059278756	257.2092423037	1196.5083373783	1197.9135994561	3	1	257.1509399414	257.2115783691	1186.7933893415	1208.9496429677			1494	0.7371420057	1309264.17060103
203	165.0609229162	165.060913486	165.0609323464	1642.8756422375	1643.0329403951	2	0	165.0608062744	165.0609893799	1628.5826660408	1656.9367623447		[M+H-COCH2]+ 206.063	47	0.7362454777	19339842.9297527
86	133.0347837806	133.034773057	133.0348090643	1643.8586170371	1644.524769712	4	1	133.0346679688	133.0348510742	1630.13418047	1660.2235266221		[M+H-COCH2]+ 174.037	47	0.7360941156	26961554.0234848
168	157.079383643	157.0790190747	157.0797482113	45.3270320321	46.0801543245	2	1	157.0456695557	157.1225891113	33.5336836508	57.2095961865			3	0.7359678916	17838052.725223
539	243.1587694534	243.1568074983	243.16067633	672.0735396965	673.7839554832	4	1	243.1221923828	243.232131958	659.2673261832	684.8365929468		[M+3H-C2H4]3+ 754.472	48	0.7355787115	2076324.92336904
131	148.0512315337	148.0512138355	148.0512541059	1643.5364421532	1643.8586170371	4	1	148.0511016846	148.0512695313	1629.1471722279	1658.2441101348	[18][M+1]+		47	0.733879847	11574752.9823601
196	164.1516838227	164.1516735175	164.1516967901	793.4831918671	839.8668133492	4	1	164.1514892578	164.1518096924	777.7222949465	806.0241639755			196	0.7332551361	2495868.13218299
675	262.1318625954	261.9991693099	262.1377290482	35.8197544331	86.7078169629	4	1	261.8920593262	262.0320129395	24.0666766508	53.6448009723			377	0.7325320044	16893300.1193499
423	218.0337302252	218.0337071148	218.0337878801	1653.2450000862	1653.7521166244	4	1	218.0335998535	218.0338287354	1640.6809110289	1673.231129434		[M+H]+ 217.027	9	0.730932505	29686194.3335933
891	289.1624023307	289.1623437602	289.1624480106	551.4140463162	554.6836510613	4	1	289.1622314453	289.1624755859	534.2869223706	568.5959914634	[112][M]+	[M+Na]+ 266.173	138	0.7305718778	20998985.9621013
536	242.9489571816	242.9489433579	242.9490470549	1654.2381318206	1735.6453421094	5	1	242.9484100342	242.9492797852	1641.1782962383	1672.5519911516			9	0.7304045156	3070752.92253521
345	198.9893268468	198.9893056911	198.9893789181	1652.0468401394	1652.4242283046	4	1	198.9892120361	198.9894256592	1639.2878717397	1672.5973993632			9	0.7299659533	67807453.1501707
397	211.1419543729	211.1418989003	211.1420098456	620.3200684305	620.6963148547	2	1	211.1330108643	211.1445770264	607.4045723619	633.1169884153			171	0.7283344082	1724111.89381076
120	145.1051498436	145.1044420394	145.1058576478	52.9852648077	53.4496781521	2	1	145.0166168213	145.10887146	41.5478786325	65.2636315732			412	0.724927053	10365934.8924574
158	155.0925093088	155.0910791299	155.0939394876	71.9070102664	72.7449916104	2	1	155.087020874	155.1069335938	60.1115450631	83.7026251231	[22][M+1]+		1	0.724164132	8425561.1970084
438	221.1043383279	221.1041217611	221.1045548947	261.5115427933	263.1155553343	2	1	221.0922393799	221.1540222168	249.1892201886	274.2800307078		[M+2H-CH2]2+ 454.221	6	0.7235228039	12835014.4319466
446	222.9870449628	222.907004603	222.9877339682	40.2919691929	42.9272061352	3	1	222.8789520264	222.9359588623	27.5501836508	52.0187247237		[M+Na]+ 199.995 [M+Na]+ 199.995	3	0.722612622	8963950.12071355
619	254.1621566883	254.1430570507	254.1788785052	1064.9509242101	1200.9559405122	8	1	254.0012664795	254.1476593018	1056.7786753425	1082.4051565233			833	0.7217427819	1299042.35326215
412	214.9542566593	214.9542196069	214.9543274731	1732.8231516869	1735.3051680788	4	1	214.9540863037	214.9543151855	1721.0537091527	1749.6619435894			15	0.7216232857	13334216.6586508
160	156.0506859954	156.0506799091	156.0506920816	1642.8756422375	1643.0329403951	2	0	156.0505523682	156.0507965088	1629.7187154917	1656.0079924384		[M+H-H20]+ 173.061	47	0.7213716036	3429567.38351609
720	267.1685298709	267.1685130641	267.1685466776	267.8693052867	269.1396021233	2	1	267.1670532227	267.2319335938	255.9361071703	280.4126594798		[M+Na]+ 244.175	46	0.7206653797	2893310.07533574
378	205.1569582895	205.1569422668	205.1569743122	1021.8752021845	1022.3725618277	2	1	205.1560516357	205.1597442627	1009.1584801452	1034.5475393834	[51][M]+	[M+Na]+ 182.169	53	0.7204902481	4613622.01984057
983	298.9527997219	298.9527528126	298.9528864305	1654.2381318206	1654.9832897635	4	1	298.9524230957	298.9530639648	1642.0374306072	1678.1772107262			455	0.7182468844	9100656.83836364
693	264.0633484456	264.0188101001	264.112516672	43.34966187	69.2533142935	4	1	263.9847106934	264.025390625	30.2614589826	55.7407222979			644	0.7178303858	25726212.5775411
849	284.3060725636	284.3049655592	284.3066543793	1348.4318332754	1349.1757334568	4	1	284.2948608398	284.3316345215	1338.7499263995	1359.4466058366			980	0.7177830485	3436607.09819444
840	283.1753749178	283.1753647973	283.1753862324	457.3099685545	461.510862645	4	1	283.1751708984	283.1755371094	441.630643271	471.29764462		[M+H]+ 282.168	89	0.7176417832	8089544.24494012
797	276.9802767986	276.9448799553	277.0086315803	41.6609492221	54.5004564168	4	1	276.8773498535	277.0085754395	28.5766441	58.0114921992			495	0.7172258022	15045338.4800618
138	150.0156476622	150.0156231945	150.0156693725	1653.3442560444	1653.6880222006	4	1	150.0155181885	150.0157165527	1640.1383360235	1672.2145229711	[20][M+1]+		9	0.7166503036	18510628.3309445
329	195.0236687798	195.0179644229	195.0278418733	1651.0858753161	1655.6354843607	4	1	195.0178222656	195.0181427002	1639.7890825999	1689.24930015	[42][M]+		9	0.7144335164	126958116.56971
986	299.1620362709	299.1012573305	299.1788220278	911.116822763	960.2788255804	6	1	299.050567627	299.1622009277	942.6200260592	966.4956512452			1397	0.7132968601	7317551.82057162
416	216.0406332393	216.0356691038	216.0455973749	148.1236617713	149.2703132899	2	1	216.0355377197	216.0358428955	135.5304887446	160.9360521463			2	0.7123732677	6214693.16540093
280	182.1626385437	182.1625355793	182.1627415082	794.539974375	794.5446236214	2	1	182.1543579102	182.190826416	780.5346993564	808.2089040763	[34][M+1]+		104	0.7117943902	1409992.91685165
208	166.1673690304	166.1673605724	166.1673774884	1022.2159856139	1022.7126231686	2	1	166.1592407227	166.1676025391	1009.5097790257	1034.9080318539		[M+H-H20]+ 183.169	53	0.7117643631	885001.048621286
125	146.1566737197	146.156279367	146.1570680723	736.9011177098	737.5455097499	2	1	146.1541290283	146.1655731201	723.7921263033	749.7068792584			160	0.7107982445	748791.622930477
322	193.0561167479	193.0560943658	193.0561567	1643.3738152687	1644.0034949597	4	1	193.0559539795	193.0562133789	1629.9458082765	1658.5712228121		[M+H-CH2]+ 206.063	47	0.7107399349	22709635.7917861
982	298.3465998317	298.3457571148	298.3468450841	1340.4195228529	1341.08885534	4	1	298.274230957	298.3476867676	1324.8850788738	1355.210042633			1460	0.7096150954	1695436.40647467
768	274.1424500092	274.1414548092	274.1443631319	1195.136189728	1196.5362001898	4	1	274.0903320313	274.1419677734	1183.0456477395	1206.5366360523		[M+Na]+ 251.162	1494	0.7066895	3319140.31662877
44	119.073304736	119.073304736	119.073304736	262.4733185422	262.4733185422	1	0	119.0686721802	119.0858383179	250.0168239502	275.2627171054			6	0.7064321256	2661698.33701108
677	262.1344944163	262.134427511	262.1345613217	378.3536395467	381.7595032559	2	0	262.1342468262	262.1348266602	364.4255547794	393.4542450773	[85][M+1]+		1292	0.704114318	1486916.74429778
988	299.1043578526	299.1040016591	299.104714046	1031.3504612419	1031.7971459826	2	1	298.9524841309	299.1394348145	1019.4798480401	1043.7784408791		[M+K]+ 260.138	41	0.702006329	2413240.59691179
761	273.1674784912	273.1673869965	273.1675699859	674.1497937027	674.4042759834	2	0	273.167175293	273.1675720215	657.9822795081	689.9460510621			800	0.7014465341	5141811.1540757
664	260.9576673155	260.9576250793	260.9581472391	1654.0168293833	1735.6453421094	5	1	260.9572753906	260.9579467773	1640.4883196843	1671.1126263804			9	0.7010372646	12184973.7568669
714	266.9806290055	266.9805740959	266.9807460301	1611.9757374996	1612.4961047316	4	1	266.9804077148	266.9807128906	1597.7703113085	1624.6123804368		[M+H]+ 265.972	122	0.7004112642	3994677.95822187
624	254.9465408922	254.9465146746	254.9465833458	1648.9620895031	1649.4625329914	4	1	254.9460144043	254.9467773438	1635.9286490963	1666.3378193205			9	0.7001667515	5462048.42916714
181	161.0316684586	161.0296584466	161.0339553651	46.6927683888	48.4951268516	4	1	161.0294494629	161.0298461914	32.9380817826	60.9404424371			498	0.6994576369	58727555.4145131
469	228.663013165	228.6629953941	228.663030936	386.4659320235	386.7154434592	2	1	228.6626434326	228.663269043	373.1537201459	401.9025206366		[M+2H]2+ 455.31	147	0.6970219815	1044620.76228484
424	218.0338182398	218.0337789488	218.0338839654	1735.3051680788	1735.6688776021	3	1	218.0336456299	218.0338745117	1720.3014691194	1752.9529435894		[M+H]+ 217.029 [M+H-COCH2]+ 259.035	15	0.6959251234	23338364.7404262
114	144.0349408862	143.9978965534	144.0722173829	44.6457700409	49.2587432557	4	1	143.9643249512	144.0328521729	31.7888339826	58.2118705057			500	0.6936523511	9826113.09612967
631	256.1489489997	256.1384999187	256.1756133898	904.6391035348	943.7608147057	4	1	256.1377868652	256.1768493652	891.9122571088	917.1615125282			589	0.6928519357	6796746.32983681
667	261.1671144868	261.1670100357	261.1672189379	888.2029899316	888.8028347097	2	1	261.1643371582	261.185333252	875.8556319061	900.9938267914		[M+H-CO]+ 288.152	21	0.6912318076	4282022.73313003
306	190.0395478374	190.038942565	190.0401531097	45.6432702854	46.3983251808	2	1	189.9703826904	190.0828094482	33.8601904508	57.2095961865			3	0.6905287269	7184252.91301636
666	261.1851634449	261.1851134119	261.1852419609	1261.935475921	1262.7052791275	4	1	261.184967041	261.185333252	1249.2038893269	1274.5448617944			1482	0.6897112829	6346504.89692473
50	121.0099768255	121.0095304012	121.0104232499	1396.2946844628	1396.6644723175	2	0	120.9661712646	121.0285720825	1384.8611349169	1407.976600305			11	0.6889421463	5988495.45376939
283	183.1747069654	183.1746679253	183.1747460056	935.0128019572	935.703017556	2	1	183.1745452881	183.1748504639	921.9831067924	947.4427660167	[36][M]+		699	0.6877853187	3479781.78824301
540	242.9763103882	242.9758289875	242.9773956335	1616.488000644	1617.4104881828	4	1	242.9618682861	242.9830627441	1598.0987193641	1630.7514840417	[67][M]+		122	0.6875397552	10362165.9037441
320	192.1600956992	192.1600782369	192.1601131616	510.9670172313	511.8348136639	2	1	192.1500854492	192.183380127	497.9100642473	523.8210696476			165	0.68729772	1242435.27469428
604	252.0292900983	252.0251978573	252.0319969516	36.486246551	47.8864286221	4	1	251.8944244385	252.0476226807	23.2754929	48.3035517065	[75][M+1]+		3	0.686348519	2065956.90589544
262	179.07665351	179.0766287538	179.0766933644	1642.8756422375	1643.1956269916	4	1	179.0765075684	179.0766906738	1628.3540641912	1656.2857494857		[M+H-CO]+ 206.063	47	0.6853885474	17233565.508099
639	257.039876217	256.9641056596	257.1176674038	44.3781870392	55.1971364654	4	1	256.9412231445	256.9871520996	32.5282954508	56.5607004434			413	0.6846515821	56310503.6066008
918	291.9642790335	291.9640645295	291.9644900902	1732.923321697	1733.8952806445	4	1	291.9637145996	291.9644775391	1718.5034841189	1749.2984635894			576	0.6828175626	1998958.88772806
974	298.0661589708	298.0243168211	298.0663041997	40.9202084109	50.3335653862	3	1	297.9841918945	298.0958251953	28.7049226508	52.340982412	[117][M+2]+		3	0.6827648278	33477684.3401868
109	142.0891677245	142.0891356862	142.0891997628	71.9070102664	72.4272843079	2	1	142.0863952637	142.1229095459	59.7907861173	84.0341760361		[M+H]+ 141.084	1	0.6794119286	1884429.77734757
36	117.0161318528	116.9860648648	117.0564017553	51.1850276478	56.4441370682	4	1	116.9859466553	116.9861450195	39.1414893877	65.1301382144			8	0.6794082429	99331919.9434451
524	239.1306915013	239.1304181355	239.1309648672	907.0569557178	907.3132613168	2	0	239.1279907227	239.1619873047	894.0807248902	920.2875358278			1277	0.6787453769	7594438.22819293
590	250.0736288769	250.073132153	250.0741256008	149.3940037671	150.5417636549	2	1	250.0418243408	250.1120910645	138.0307389838	161.3043487852		[M+H]+ 249.064	2	0.6781628065	978047.341985651
940	294.1371260325	294.1371088863	294.1371431787	756.3461135256	757.3655901962	2	1	294.012878418	294.1375732422	742.2958425462	770.9074184691			1137	0.6764911004	2806902.62741647
105	140.9258939053	140.9255728344	140.9803948323	36.8142199622	43.0327244055	3	1	140.9037475586	141.0332489014	22.8747511	48.3035517065			689	0.6754348547	1699317.46265622
258	178.1340501614	178.1338968734	178.1342034494	453.3240230014	454.116017092	2	1	178.0107574463	178.1342926025	438.6140102622	469.0820958162			1036	0.6747350885	4938063.3141351
732	268.2715569136	268.2647727077	268.2716819794	1285.7018478028	1286.7689251956	4	1	268.1898803711	268.272064209	1272.8489974473	1298.0548493335	[91][M+1]+		1014	0.673600524	1026904.73275157
516	237.1223684967	237.1223255593	237.1224114341	175.0057530064	176.5192419753	2	1	237.1210021973	237.1237030029	135.5304887446	187.0104479656			972	0.6734488304	21805086.5235791
518	238.0315142852	238.0314783211	238.0315804509	1653.4189678905	1654.0168293833	4	1	238.0312194824	238.03175354	1640.4883196843	1674.3824591183	[66][M+1]+		434	0.6709408048	3570627.63613595
559	245.0970378209	245.0969764606	245.0970991811	986.1814968084	989.714042471	2	0	245.0967559814	245.0970611572	970.9179104232	998.487053937		[M+H]+ 244.093 [2M+3H]3+ 366.147	102	0.6694614328	6022840.34625183
822	280.1273480698	280.0932425016	280.1580759234	1021.8752021845	1044.0597403213	4	1	279.9588317871	280.0974121094	1009.1584801452	1034.5475393834			778	0.6676564709	42281313.5403662
899	289.2931681266	289.293139513	289.2932327706	1200.9994615343	1202.4041957879	4	1	289.2929382324	289.2933349609	1186.7933893415	1216.1989137225	[109][M+1]+		74	0.6673640696	9409424.34242897
818	279.6885941318	279.688560976	279.6886272876	584.746684544	585.5970332797	2	1	279.6876525879	279.6888427734	571.5851387049	598.4007398912			1501	0.6657422655	407849.357322828
246	175.1887698993	175.1887357667	175.188804032	934.6819515515	935.3730851851	2	1	175.1517944336	175.1890563965	922.3215477627	947.1054469516	[29][M+1]+		28	0.6637533082	2836864.32561271
494	232.949989002	232.9318711322	232.9667577986	37.4575736496	57.5012823479	4	1	232.8295898438	232.9359893799	24.4554298508	48.8122644442			507	0.6637346115	4262064.2919781
723	267.2634362139	267.2554696007	267.2685135944	1285.027644828	1286.4429196231	4	1	267.2293395996	267.2684936523	1265.3872938628	1297.5940206721	[91][M]+	[M+H-H20]+ 284.272	1014	0.6635077738	6476221.97747609
201	165.1397955528	165.0561161641	165.1640106108	862.637211963	935.3730851851	6	1	165.0548553467	165.0610961914	891.9122571088	917.1615125282			679	0.6614736827	8706943.27714073
425	218.0780330221	218.029121745	218.1389787477	45.010412694	88.309012802	6	1	217.9805145264	218.0339050293	35.486844567	51.6955781226			8	0.6610737585	25832192.1999384
591	250.0666452196	250.066515137	250.0667753022	262.1553793759	264.0823713958	2	1	249.9778594971	250.12940979	249.5435599366	275.7190303585	[73][M+1]+		6	0.6601647653	1003355.17293125
641	257.2668791877	257.2526547973	257.266999443	1299.2530789745	1300.5645663234	4	1	257.1508178711	257.2672424316	1287.4526896486	1311.7529673489	[79][M+1]+		886	0.6596839837	903912.02333807
54	122.0603364381	122.0422399524	122.0777490124	42.1756203061	46.170985885	4	1	121.9580612183	122.0447463989	29.8781704508	54.1110612963	[5][M+2]+		3	0.6592462178	5885336.17374587
780	275.1399608581	275.0951610204	275.185900098	154.0005890911	183.9075603975	4	1	275.075012207	275.1344909668	143.0610808611	167.7781316914			1109	0.6546012857	5994500.11947931
444	222.101991215	222.1016485238	222.1023339062	916.832751693	916.878852864	2	1	221.9744567871	222.1209716797	903.0356343525	929.6342679489	[55][M+1]+		34	0.6520652327	2663029.86574825
248	175.1116042084	175.1115044691	175.1117039477	1145.0802154777	1145.4800768088	2	0	175.0902099609	175.1120910645	1131.8588063056	1159.6809187405		[M+K]+ 136.147 [M+Na]+ 152.121 [M+H]+ 174.103	44	0.6515478114	5886770.79123726
454	225.0532712418	225.0530045346	225.053537949	41.2345464272	41.6609492221	2	1	224.9568786621	225.1488494873	31.8168076508	48.8122644442		[M+Na]+ 202.061	3	0.6512361406	4969625.88155983
14	107.0041724059	106.9573886964	107.0489421102	36.1540553028	70.2055633441	5	1	106.8606948853	107.049369812	25.9963048508	43.4323579817			3	0.6505422255	986721.400997164
533	242.1423748361	242.0365726999	242.175221292	888.531935545	969.893297186	5	1	242.0326080322	242.1457977295	875.8556319061	901.3474537198			677	0.649285773	100165945.313513
430	219.0914533103	219.0144705322	219.1354890662	40.6061326824	81.9686376814	6	1	218.9365997314	219.0180511475	29.0906656508	50.7319292317			23	0.6469994805	116851308.928452
180	160.1178940373	160.1160428791	160.1197451956	116.5874499925	117.9017502826	2	1	160.0967559814	160.1334381104	104.1405607959	128.5259378825		[M+K]+ 121.151	78	0.644608168	3097969.59501125
302	188.1989693865	188.1988418388	188.1990969341	1003.5059241768	1003.7391253415	2	1	188.164855957	188.201385498	990.3900387403	1016.6428558366		[M+H+NH3]+ 170.168	242	0.6433876815	4559071.03405289
56	122.9247668534	122.9247665191	122.9247671878	39.3507676809	39.7725457994	2	1	122.9155273438	122.9421234131	26.7704188508	50.7319292317	[7][M]+		27	0.6424323135	2270605.66155084
584	249.0981391152	248.9789236655	249.1275246358	42.8033503461	120.7500807214	6	1	248.965713501	249.0724487305	31.0536724508	54.6133545955		[M+Na]+ 226.106	3	0.6416940344	98720836.543286
603	252.047263923	252.0472395603	252.0473038159	1652.2502380368	1652.4242283046	4	1	252.0469360352	252.0475463867	1639.2878717397	1670.5351460266	[76][M+1]+		9	0.6416033071	3623498.73078537
71	128.9537192336	128.9536627883	128.9537740004	1626.0247080625	1626.8475306103	4	1	128.9536132813	128.9537353516	1609.0930957158	1641.3951574764		[M+K]+ 89.9868 [M+H-H20]+ 145.961	1287	0.6413075764	23121807.8278193
441	222.0462908938	222.045741098	222.0468406897	149.0751563866	150.223200291	2	1	222.0049133301	222.1249084473	136.9548991378	162.0425533449		[M+H-C2H4]+ 249.064	2	0.6390616257	1810894.73189366
874	287.1822610692	287.170733891	287.1852591859	1029.2592774528	1082.0546188133	5	1	287.1617126465	287.2222290039	1064.6035206756	1089.590972071			274	0.6380642012	3317747.51410775
362	201.2009829495	201.200604895	201.201361004	1021.5346283318	1021.6920508493	2	1	201.1641998291	201.2048492432	1007.7561173834	1034.188930697	[47][M+1]+		53	0.6361516524	1847017.34718099
692	264.1233451789	264.1105215031	264.1626395023	841.1134472486	908.7366134103	6	1	263.984954834	264.1266479492	874.7799251519	901.3474537198		[M+2Na]2+ 482.269	21	0.6346194168	9963515.59639147
147	153.0243165423	153.0074896929	153.041324155	57.6840397519	82.6243490882	4	1	153.0073852539	153.0076599121	45.170087621	74.5213472476			334	0.6338520728	138985836.529547
204	166.0646871719	166.0553753486	166.0739902536	51.561920427	63.8360681278	4	1	166.0014343262	166.0897521973	38.3130809826	65.3985492576			23	0.6337555467	30366929.4441639
484	231.1613559978	231.1610166117	231.1616953838	1322.2689251359	1322.3796567015	2	0	231.1588745117	231.1745910645	1310.2131936924	1334.0724268033			84	0.6335088777	1264278.21373003
841	283.1301394232	283.1284121278	283.1318667186	64.9455618231	65.1301382144	2	1	283.0325622559	283.1499023438	53.9669343267	79.6546656688			727	0.6321039592	12307898.5681854
75	130.1593795935	130.1593578478	130.1594083964	439.711510473	442.534005412	4	1	130.1592712402	130.1593933105	424.9707891347	455.8571500437	[11][M]+		1049	0.6320945942	9718036.27522575
475	230.0646786274	230.0576838266	230.0701886196	45.6590554567	70.8416103529	4	1	229.9870147705	230.1136627197	32.9380817826	58.2118705057			535	0.6294185246	59149928.8393491
969	297.1566901462	297.1565802721	297.1568000202	791.7022087387	791.71173344	2	1	297.1560058594	297.2426147461	772.7266701359	805.6977703864	[118][M+1]+		104	0.6292606659	2374125.53230874
713	266.2367952101	266.2263709446	266.256194767	1147.2259411576	1180.5212999456	4	0	266.208984375	266.2462158203	1134.3807060432	1166.2364284081		[M+Na]+ 243.248	35	0.6279834332	2691693.96168549
688	263.141056245	263.1410150678	263.1410974222	248.1287400422	249.6543576287	2	1	263.1061401367	263.1432189941	235.1304984912	261.1898835131			1267	0.6266943255	11697430.1956053
400	212.1496579825	212.1496046041	212.149711361	266.1233417274	268.3589242376	2	0	212.1492919922	212.1497650146	252.8772392219	279.3549080365			792	0.625056229	1844618.28989251
935	293.9886450758	293.988554403	293.988942945	1653.4189678905	1734.9654134723	5	1	293.9870605469	293.9891662598	1640.8342458731	1670.9420528878	[113][M+1]+		9	0.6231485174	3106494.66841125
490	232.0787329543	232.0776181436	232.079847765	61.888451281	62.6901371293	2	1	231.9887237549	232.1295166016	40.4025764888	76.2736199693		[M+Na+K]2+ 402.217	14	0.6230777953	36532066.9683307
740	270.092779398	270.0019786119	270.1031653698	42.3989636946	125.9819660031	6	1	269.976348877	270.1188049316	29.4916979826	54.687355662			5	0.6219458003	14157880.618784
485	231.1622262616	231.1619182895	231.1625342338	1233.0646011363	1233.6350506329	2	0	231.158996582	231.1746520996	1221.3693516775	1245.6940374938			167	0.6211194767	1402307.25565205
432	220.0715937433	220.0300476822	220.1123253419	49.1382508427	75.6227981305	4	1	220.0068817139	220.049041748	36.3854561826	64.9294623255			555	0.6196179631	118762036.094119
990	299.2583230503	299.2582570187	299.2583744042	1189.8300478853	1191.6673079538	4	1	299.2575683594	299.2584838867	1176.9623929541	1203.4007217554		[M+H]+ 298.251	180	0.6182000184	7133960.26243601
574	247.2109287455	247.2103926603	247.2114648306	116.5874499925	117.5501798359	2	1	247.1694946289	247.2132263184	102.7126537672	129.2057043667			78	0.6177070558	1974490.15427441
271	181.1438026139	181.1225472573	181.1650684846	918.2640490526	961.5904702349	4	1	181.1224822998	181.1227264404	906.5225980605	929.2813114481			120	0.614704964	18951851.2300239
313	191.0489296123	191.0477683577	191.0500908669	39.9779595352	40.7167314713	2	1	191.02293396	191.0772705078	27.1609216508	53.322399112	[41][M]+	[M+Na]+ 168.065	27	0.6120698664	89404735.7050005
272	181.1589409412	181.1589394332	181.1589424492	794.539974375	794.5446236214	2	1	181.1588745117	181.159072876	780.1810206819	808.1640060159	[34][M]+	[M+H-H20]+ 198.163	104	0.6116478643	10600660.0960852
239	174.0201664525	173.9853599082	174.0742285781	41.7659625114	111.0669981032	5	1	173.983291626	174.0077972412	27.5665727826	53.6420803021			644	0.6111329535	1593873.46054179
946	295.0674253246	295.0549173899	295.0790517906	41.5478786325	42.9272061352	4	1	294.9645385742	295.1037902832	28.7169431826	53.9900163807	[117][M]+		3	0.6086064858	12868278.709122
710	266.1526448025	266.1519576918	266.1768688388	958.962175221	990.4062323372	3	0	266.1514892578	266.1729736328	948.108023693	968.5972686943			1058	0.6081965681	1866639.5944074
235	172.9436423853	172.9436280539	172.9436858324	1652.2502380368	1652.6951004016	4	1	172.9435272217	172.9437103271	1639.2878717397	1669.7302337098			9	0.6080228296	12001166.5416148
532	242.1043940892	241.9983960696	242.1596140802	44.3182571669	150.861859333	8	1	241.9705047607	242.1392211914	31.4039489826	56.7981331998		[M+H-CO]+ 269.083	14	0.6076556271	7134088.21329172
