peakID	mz	intensity	isotopes	adduct	groupid	bestAdductScore	clustn	medianPurity	intp	addp	clustnp	pp	intensityw	adductw	clustnw	purityw	totalS	excluded	excludedFinal
463	322.18746303	7465700.4600791801			332	8.0	1.0	0.0	0.47924855616794781	30.0	0.0	0.0	0.14377456685038434	9.0	0.0	0.0	9.143774566850384	1	1
708	385.24511776230003	7452948.23094266			506	8.0	1.0	0.0	0.47841676571343078	30.0	0.0	0.0	0.14352502971402922	9.0	0.0	0.0	9.1435250297140289	1	1
457	321.06906407230002	7449258.5391025096			328	8.0	1.0	0.0	0.47817609795096422	30.0	0.0	0.0	0.14345282938528925	9.0	0.0	0.0	9.1434528293852892	1	1
302	281.1635955973	7389174.4528309796			214	8.0	1.0	0.0	0.47425698946459693	30.0	0.0	0.0	0.14227709683937909	9.0	0.0	0.0	9.1422770968393792	1	1
175	232.0958631261	7228432.5077227997			121	8.0	1.0	0.0	0.46377226446866804	30.0	0.0	0.0	0.13913167934060042	9.0	0.0	0.0	9.1391316793406006	1	1
479	327.11396084580002	7196243.0534460703			346	8.0	1.0	0.0	0.46167264090349724	30.0	0.0	0.0	0.13850179227104917	9.0	0.0	0.0	9.1385017922710485	1	1
14	116.00137231230001	7152697.1415145602			12	8.0	1.0	0.0	0.45883226895831791	30.0	0.0	0.0	0.13764968068749536	9.0	0.0	0.0	9.1376496806874954	1	1
664	375.21439345829998	7113379.1221124101			473	8.0	1.0	0.0	0.45626767002591917	30.0	0.0	0.0	0.13688030100777573	9.0	0.0	0.0	9.1368803010077766	1	1
985	456.28248325279998	7104422.5441596396			709	8.0	1.0	0.0	0.45568345875065935	30.0	0.0	0.0	0.13670503762519781	9.0	0.0	0.0	9.1367050376251981	1	1
992	458.24051332969998	7044709.3091537897			715	8.0	1.0	0.0	0.45178853980319816	30.0	0.0	0.0	0.13553656194095945	9.0	0.0	0.0	9.1355365619409596	1	1
170	230.13976037379999	7032099.8752716798			117	8.0	1.0	0.0	0.45096606346375051	30.0	0.0	0.0	0.13528981903912515	9.0	0.0	0.0	9.1352898190391247	1	1
